2452578|26619|2452595|53424|138673|1522|42771|53424|138673|1522|42771|1|8784|13|1|2955|62|148808|78|78.52|227.70|154.83|5683.86|12076.74|6124.56|17760.60|362.30|0.00|1242.54|12076.74|12439.04|13319.28|13681.58|5952.18|
2451119|23221|2451130|81541|382412|6930|43848|81541|382412|6930|43848|2|1012|15|5|1039|83|21353|36|99.22|245.07|137.23|3882.24|4940.28|3571.92|8822.52|345.81|0.00|3528.72|4940.28|5286.09|8469.00|8814.81|1368.36|
2451636|27827|2451671|12586|1106342|4098|15854|12586|1106342|4098|15854|1|4112|10|4|16907|20|68431|16|53.57|135.53|78.60|910.88|1257.60|857.12|2168.48|25.15|0.00|325.12|1257.60|1282.75|1582.72|1607.87|400.48|
2450855|69524|2450909|12751|253166|1581|43596|71940|1529226|3241|18056|4|84|16|2|10772|72|2042|16|12.48|29.32|7.33|351.84|117.28|199.68|469.12|1.17|0.00|32.80|117.28|118.45|150.08|151.25|-82.40|
2451947|17918|2451965|93172|149713|6254|47195|93172|149713|6254|47195|3|5929|20|5|7047|105|97705|84|25.80|39.47|3.94|2984.52|330.96|2167.20|3315.48|19.85|0.00|1226.40|330.96|350.81|1557.36|1577.21|-1836.24|
2451680|64848|2451701|9684|1454971|6658|13545|9684|1454971|6658|13545|2|3894|10|3|17|262|70693|96|75.68|220.22|204.80|1480.32|19660.80|7265.28|21141.12|1769.47|0.00|1479.36|19660.80|21430.27|21140.16|22909.63|12395.52|
2452525|47465|2452593|3877|1883838|2999|49807|3877|1883838|2999|49807|3|8009|4|1|2109|37|142711|53|72.97|129.88|106.50|1239.14|5644.50|3867.41|6883.64|225.78|0.00|3235.12|5644.50|5870.28|8879.62|9105.40|1777.09|
2451962|64078|2452011|40304|86757|5563|21569|40304|86757|5563|21569|5|5995|16|2|3441|107|98493|1|25.93|46.67|21.93|24.74|21.93|25.93|46.67|1.97|0.00|14.00|21.93|23.90|35.93|37.90|-4.00|
2451966|47164|2451974|17925|777598|2071|45697|17925|777598|2071|45697|3|5874|12|2|1017|4|98655|21|90.15|108.18|89.78|386.40|1885.38|1893.15|2271.78|67.11|207.39|22.68|1677.99|1745.10|1700.67|1767.78|-215.16|
2451547|17614|2451576|72687|1876723|1912|12301|72687|1876723|1912|12301|2|3958|5|3|3719|61|63891|11|45.74|69.52|12.51|627.11|137.61|503.14|764.72|12.38|0.00|145.20|137.61|149.99|282.81|295.19|-365.53|
2450873|22651|2450895|14873|1053004|1088|31219|14873|1053004|1088|31219|1|54|14|3|8347|50|3000|15|67.72|195.71|123.29|1086.30|1849.35|1015.80|2935.65|41.42|813.71|0.00|1035.64|1077.06|1035.64|1077.06|19.84|
2451891|28787|2451912|60661|1072747|2433|29719|60661|1072747|2433|29719|5|4305|4|4|2219|179|92482|76|77.89|199.39|101.68|7425.96|7727.68|5919.64|15153.64|166.91|4945.71|7576.44|2781.97|2948.88|10358.41|10525.32|-3137.67|
2451324|72734|2451407|19285|1626900|2515|34177|19285|1626900|2515|34177|1|2427|12|1|7234|89|39214|61|41.43|99.84|84.86|913.78|5176.46|2527.23|6090.24|465.88|0.00|852.17|5176.46|5642.34|6028.63|6494.51|2649.23|
2451173|61017|2451226|61420|1503173|1726|23479|61420|1503173|1726|23479|4|155|3|5|17782|103|30703|35|78.08|184.26|127.13|1999.55|4449.55|2732.80|6449.10|44.49|0.00|1612.10|4449.55|4494.04|6061.65|6106.14|1716.75|
2451759|30058|2451784|68301|625610|519|23828|68301|625610|519|23828|5|4604|1|3|1865|24|74781|89|24.90|65.23|7.82|5109.49|695.98|2216.10|5805.47|27.83|0.00|2263.27|695.98|723.81|2959.25|2987.08|-1520.12|
2451028|39766|2451112|92648|360813|3825|40837|92648|360813|3825|40837|4|199|8|2|14222|120|10867|15|56.61|142.09|55.41|1300.20|831.15|849.15|2131.35|41.55|0.00|809.85|831.15|872.70|1641.00|1682.55|-18.00|
2451542|78483|2451589|66873|1587013|2353|4493|66873|1587013|2353|4493|1|2074|17|1|3457|71|63416|6|77.41|210.55|37.89|1035.96|227.34|464.46|1263.30|0.00|0.00|631.62|227.34|227.34|858.96|858.96|-237.12|
2451906|66230|2451966|53077|1873680|2283|3686|53077|1873680|2283|3686|5|4217|15|2|12101|247|95033|15|87.40|201.89|68.64|1998.75|1029.60|1311.00|3028.35|5.56|967.82|878.10|61.78|67.34|939.88|945.44|-1249.22|
2452444|48152|2452478|56907|1747781|2655|45882|56907|1747781|2655|45882|6|7949|8|2|13293|141|136256|98|87.26|115.18|82.92|3161.48|8126.16|8551.48|11287.64|325.04|0.00|3498.60|8126.16|8451.20|11624.76|11949.80|-425.32|
2452164|69171|2452187|71508|1882091|1027|5210|71508|1882091|1027|5210|1|5970|16|2|9519|21|111256|84|16.81|43.36|29.48|1165.92|2476.32|1412.04|3642.24|123.81|0.00|0.00|2476.32|2600.13|2476.32|2600.13|1064.28|
2451079|65442|2451155|88810|205407|2804|44201|88810|205407|2804|44201|1|317|20|5|6044|110|16688|42|54.59|146.84|71.95|3145.38|3021.90|2292.78|6167.28|141.72|997.22|1233.12|2024.68|2166.40|3257.80|3399.52|-268.10|
2452180|68402|2452203|42677|532409|2588|38367|42677|532409|2588|38367|1|6044|6|2|13165|242|113171|9|92.86|93.78|59.08|312.30|531.72|835.74|844.02|37.22|0.00|236.25|531.72|568.94|767.97|805.19|-304.02|
2452374|68271|2452402|15529|798688|5047|3806|15529|798688|5047|3806|1|7787|19|2|738|23|132717|60|95.64|221.88|155.31|3994.20|9318.60|5738.40|13312.80|279.55|0.00|3993.60|9318.60|9598.15|13312.20|13591.75|3580.20|
2452449|63427|2452457|84812|1556501|637|28773|30439|1612598|2334|15270|3|7806|5|1|84|13|136532|27|96.38|275.64|143.33|3572.37|3869.91|2602.26|7442.28|77.39|0.00|1934.82|3869.91|3947.30|5804.73|5882.12|1267.65|
2452165|63023|2452185|30087|1171956|5378|22447|30087|1171956|5378|22447|3|5980|5|3|15339|64|111454|92|97.72|101.62|5.08|8881.68|467.36|8990.24|9349.04|4.67|0.00|840.88|467.36|472.03|1308.24|1312.91|-8522.88|
2451838|82947|2451895|94876|250621|4766|48911|94876|250621|4766|48911|1|4270|5|3|6560|151|83870|80|23.26|31.16|18.07|1047.20|1445.60|1860.80|2492.80|14.45|0.00|0.00|1445.60|1460.05|1445.60|1460.05|-415.20|
2452578|23426|2452667|36963|1625387|2611|32235|36963|1625387|2611|32235|6|8105|9|4|14409|219|148818|96|41.89|76.23|14.48|5928.00|1390.08|4021.44|7318.08|69.50|0.00|2707.20|1390.08|1459.58|4097.28|4166.78|-2631.36|
2450828|35565|2450835|86845|1555917|6236|41755|86845|1555917|6236|41755|2|43|5|1|4204|230|666|69|77.62|211.90|112.30|6872.40|7748.70|5355.78|14621.10|154.97|0.00|3216.09|7748.70|7903.67|10964.79|11119.76|2392.92|
2451517|48120|2451554|73006|380848|2737|45779|73006|380848|2737|45779|4|2317|3|5|13957|51|58980|18|53.03|119.31|71.58|859.14|1288.44|954.54|2147.58|77.30|0.00|300.60|1288.44|1365.74|1589.04|1666.34|333.90|
2451124|75437|2451133|73064|793456|3001|15793|73064|793456|3001|15793|1|990|20|2|13660|98|22112|14|91.09|263.25|155.31|1511.16|2174.34|1275.26|3685.50|43.48|0.00|1289.82|2174.34|2217.82|3464.16|3507.64|899.08|
2451594|65868|2451600|13958|1356402|1246|26890|13958|1356402|1246|26890|1|3926|20|4|14117|130|66304|93|45.79|135.53|112.48|2143.65|10460.64|4258.47|12604.29|209.21|0.00|5419.11|10460.64|10669.85|15879.75|16088.96|6202.17|
2451092|21563|2451141|379|613417|502|47940|379|613417|502|47940|4|972|11|4|13822|115|18199|72|78.44|187.47|121.85|4724.64|8773.20|5647.68|13497.84|701.85|0.00|2293.92|8773.20|9475.05|11067.12|11768.97|3125.52|
2450865|75090|2450867|95920|1549109|1498|687|95920|1549109|1498|687|4|50|3|2|17911|73|2576|73|34.32|45.98|44.60|100.74|3255.80|2505.36|3356.54|97.67|0.00|1678.27|3255.80|3353.47|4934.07|5031.74|750.44|
2451973|74135|2452047|84188|1437458|1575|38845|84188|1437458|1575|38845|1|5886|9|2|15949|228|98965|24|80.43|172.92|0.00|4150.08|0.00|1930.32|4150.08|0.00|0.00|1203.36|0.00|0.00|1203.36|1203.36|-1930.32|
2451497|26000|2451583|70280|1630234|6188|37742|70280|1630234|6188|37742|1|2065|11|1|10640|176|55493|33|42.49|55.23|23.74|1039.17|783.42|1402.17|1822.59|62.67|0.00|218.46|783.42|846.09|1001.88|1064.55|-618.75|
2451106|36731|2451125|15852|764877|5902|22880|15852|764877|5902|22880|1|154|8|5|14672|234|19858|76|7.22|8.08|6.62|110.96|503.12|548.72|614.08|25.15|0.00|54.72|503.12|528.27|557.84|582.99|-45.60|
2451874|14526|2451879|16152|1510207|4262|26764|16152|1510207|4262|26764|2|4087|7|4|7226|280|89501|84|25.49|66.27|1.32|5455.80|110.88|2141.16|5566.68|1.63|56.54|1391.04|54.34|55.97|1445.38|1447.01|-2086.82|
2452500|61844|2452541|51404|515129|3654|8179|51404|515129|3654|8179|6|8548|3|3|4569|244|139837|19|56.46|164.29|149.50|281.01|2840.50|1072.74|3121.51|56.81|0.00|155.99|2840.50|2897.31|2996.49|3053.30|1767.76|
2450956|22395|2451034|30438|196531|3424|22717|30438|196531|3424|22717|4|97|4|3|5545|254|7169|62|84.53|98.05|21.57|4741.76|1337.34|5240.86|6079.10|53.49|0.00|60.76|1337.34|1390.83|1398.10|1451.59|-3903.52|
2451171|35650|2451180|39314|694766|5418|39270|39314|694766|5418|39270|2|123|4|3|8875|254|30353|65|62.04|91.19|0.91|5868.20|59.15|4032.60|5927.35|2.36|0.00|2133.30|59.15|61.51|2192.45|2194.81|-3973.45|
2451799|18988|2451880|39889|299065|5794|13370|39889|299065|5794|13370|5|4071|2|1|7951|23|79442|68|74.57|202.83|154.15|3310.24|10482.20|5070.76|13792.44|314.46|0.00|4137.12|10482.20|10796.66|14619.32|14933.78|5411.44|
2451572|34413|2451603|80919|1822999|3479|35159|80919|1822999|3479|35159|5|3930|19|2|5233|245|65190|93|18.00|52.74|30.06|2109.24|2795.58|1674.00|4904.82|0.00|0.00|490.11|2795.58|2795.58|3285.69|3285.69|1121.58|
2451549|58925|2451616|83033|1159063|1493|33123|83033|1159063|1493|33123|2|3909|15|5|3635|298|64037|49|46.72|52.32|19.88|1589.56|974.12|2289.28|2563.68|9.74|0.00|717.36|974.12|983.86|1691.48|1701.22|-1315.16|
2451393|28014|2451474|66253|1185737|774|44658|66253|1185737|774|44658|4|2191|16|2|6472|181|42820|95|10.00|21.50|3.22|1736.60|305.90|950.00|2042.50|0.00|0.00|591.85|305.90|305.90|897.75|897.75|-644.10|
2451529|17466|2451546|9479|1782957|435|39913|9479|1782957|435|39913|2|3237|5|1|9386|1|61017|3|54.34|67.92|43.46|73.38|130.38|163.02|203.76|9.12|0.00|50.94|130.38|139.50|181.32|190.44|-32.64|
2451952|64440|2451971|87251|604379|6307|10188|87251|604379|6307|10188|3|6034|11|2|2937|208|97960|28|75.76|167.42|46.87|3375.40|1312.36|2121.28|4687.76|52.49|0.00|703.08|1312.36|1364.85|2015.44|2067.93|-808.92|
2452406|82035|2452415|49565|980537|1109|34081|49565|980537|1109|34081|1|7883|2|1|16263|249|134317|15|85.87|215.53|116.38|1487.25|1745.70|1288.05|3232.95|69.82|0.00|840.45|1745.70|1815.52|2586.15|2655.97|457.65|
2451456|71589|2451511|51946|1178524|3055|43233|51946|1178524|3055|43233|2|2120|2|4|8308|30|50007|30|61.18|126.03|35.28|2722.50|1058.40|1835.40|3780.90|74.08|0.00|1512.30|1058.40|1132.48|2570.70|2644.78|-777.00|
2452235|72916|2452253|96692|852906|320|48134|96692|852906|320|48134|3|6023|1|1|14563|47|120724|30|70.23|74.44|49.87|737.10|1496.10|2106.90|2233.20|74.80|0.00|647.40|1496.10|1570.90|2143.50|2218.30|-610.80|
2451592|81080|2451666|85859|1695487|3868|41096|85859|1695487|3868|41096|1|3892|5|2|7190|78|66187|91|34.11|50.14|39.10|1004.64|3558.10|3104.01|4562.74|0.00|0.00|0.00|3558.10|3558.10|3558.10|3558.10|454.09|
2451810|17624|2451882|83471|683619|2167|43868|83471|683619|2167|43868|1|4095|11|3|10262|84|80740|4|53.96|155.94|68.61|349.32|274.44|215.84|623.76|13.72|0.00|249.48|274.44|288.16|523.92|537.64|58.60|
2451987|61027|2452019|33581|374984|2340|2543|33581|374984|2340|2543|1|5938|5|1|12319|272|99694|93|41.57|54.04|44.85|854.67|4171.05|3866.01|5025.72|83.42|0.00|903.96|4171.05|4254.47|5075.01|5158.43|305.04|
2452236|41812|2452301|4144|459792|7087|45582|90637|1740525|7020|45068|3|6166|13|2|8057|35|120840|51|38.62|47.11|29.20|913.41|1489.20|1969.62|2402.61|59.56|0.00|816.51|1489.20|1548.76|2305.71|2365.27|-480.42|
2451833|14726|2451851|80509|1797248|1540|7079|80509|1797248|1540|7079|5|4911|16|4|6001|225|83323|12|30.39|50.75|36.03|176.64|432.36|364.68|609.00|4.32|0.00|18.24|432.36|436.68|450.60|454.92|67.68|
2452603|30350|2452687|52249|1357186|2570|39154|52249|1357186|2570|39154|6|8115|14|1|3891|68|152998|41|64.93|137.65|30.28|4402.17|1241.48|2662.13|5643.65|86.90|0.00|56.17|1241.48|1328.38|1297.65|1384.55|-1420.65|
2451040|17371|2451083|47516|1440140|4764|20988|47516|1440140|4764|20988|4|265|6|3|9158|215|12259|82|83.04|157.77|42.59|9444.76|3492.38|6809.28|12937.14|44.70|1257.25|2199.24|2235.13|2279.83|4434.37|4479.07|-4574.15|
2450850|11822|2450881|92687|1571950|4013|10829|92687|1571950|4013|10829|4|61|4|4|10232|231|1806|14|79.43|231.93|143.79|1233.96|2013.06|1112.02|3247.02|120.78|0.00|1396.08|2013.06|2133.84|3409.14|3529.92|901.04|
2452613|33091|2452621|23775|1083848|3474|42747|81481|14446|119|12592|1|7938|10|1|11184|87|154823|3|7.48|18.70|17.95|2.25|53.85|22.44|56.10|4.84|0.00|2.79|53.85|58.69|56.64|61.48|31.41|
2452158|86364|2452234|5785|7440|2248|12303|5785|7440|2248|12303|3|6663|18|2|15643|184|110662|36|14.01|30.96|2.78|1014.48|100.08|504.36|1114.56|3.00|0.00|122.40|100.08|103.08|222.48|225.48|-404.28|
2451142|35007|2451151|70923|449604|3485|27366|70923|449604|3485|27366|2|1122|16|5|3745|151|25334|36|60.81|82.09|50.89|1123.20|1832.04|2189.16|2955.24|128.24|0.00|738.72|1832.04|1960.28|2570.76|2699.00|-357.12|
2451664|72715|2451735|82030|836102|2974|17093|82030|836102|2974|17093|5|4012|13|5|3044|208|69890|53|82.93|219.76|70.32|7920.32|3726.96|4395.29|11647.28|74.53|0.00|2562.02|3726.96|3801.49|6288.98|6363.51|-668.33|
2451544|24060|2451549|30493|512486|4079|30472|30493|512486|4079|30472|4|2317|15|3|1832|1|63740|92|24.29|43.72|17.92|2373.60|1648.64|2234.68|4022.24|32.97|0.00|1930.16|1648.64|1681.61|3578.80|3611.77|-586.04|
2451479|76426|2451558|88933|506013|246|37726|88933|506013|246|37726|4|2376|9|4|7951|129|52678|5|4.23|10.82|4.65|30.85|23.25|21.15|54.10|0.46|0.00|0.00|23.25|23.71|23.25|23.71|2.10|
2451862|66948|2451949|14929|1158268|7|12499|14929|1158268|7|12499|2|5048|14|4|2167|19|87410|66|90.74|144.27|86.56|3808.86|5712.96|5988.84|9521.82|342.77|0.00|951.72|5712.96|6055.73|6664.68|7007.45|-275.88|
2452576|37953|2452598|49988|598509|3383|10304|49988|598509|3383|10304|1|7891|9|4|8541|104|148590|46|72.92|131.98|54.11|3582.02|2489.06|3354.32|6071.08|49.78|0.00|1821.14|2489.06|2538.84|4310.20|4359.98|-865.26|
2451492|43260|2451542|62859|958641|2870|26252|62859|958641|2870|26252|2|2343|12|2|14468|286|54610|86|47.01|110.00|85.80|2081.20|7378.80|4042.86|9460.00|516.51|0.00|473.00|7378.80|7895.31|7851.80|8368.31|3335.94|
2452147|40503|2452220|56575|1811909|6090|9871|56575|1811909|6090|9871|1|6617|13|1|9371|167|109347|75|20.23|21.84|1.96|1491.00|147.00|1517.25|1638.00|4.41|0.00|441.75|147.00|151.41|588.75|593.16|-1370.25|
2451177|24093|2451214|94368|1201892|2569|42446|94368|1201892|2569|42446|4|392|16|1|8816|88|31402|51|65.44|189.12|83.21|5401.41|4243.71|3337.44|9645.12|254.62|0.00|1736.04|4243.71|4498.33|5979.75|6234.37|906.27|
2452094|67956|2452116|60947|685513|5279|13398|60947|685513|5279|13398|3|5934|2|1|6487|32|105144|10|13.96|23.45|9.61|138.40|96.10|139.60|234.50|4.07|45.16|70.30|50.94|55.01|121.24|125.31|-88.66|
2452085|78865|2452089|65998|1792553|7108|38110|65998|1792553|7108|38110|3|5974|16|1|14975|256|104711|77|55.80|144.52|70.81|5675.67|5452.37|4296.60|11128.04|109.04|0.00|1891.12|5452.37|5561.41|7343.49|7452.53|1155.77|
2451473|6807|2451543|60681|1304284|2287|15090|60681|1304284|2287|15090|2|2313|13|2|5534|200|51984|70|53.95|112.21|26.93|5969.60|1885.10|3776.50|7854.70|18.85|0.00|3927.00|1885.10|1903.95|5812.10|5830.95|-1891.40|
2452241|8392|2452327|54199|1526658|3917|24823|54199|1526658|3917|24823|1|6210|2|3|14771|70|121734|60|51.83|81.89|35.21|2800.80|2112.60|3109.80|4913.40|63.37|0.00|884.40|2112.60|2175.97|2997.00|3060.37|-997.20|
2452619|63413|2452674|28570|103352|1781|29363|28570|103352|1781|29363|1|7915|2|3|5742|150|155796|89|23.53|59.06|27.16|2839.10|2417.24|2094.17|5256.34|72.51|0.00|2469.75|2417.24|2489.75|4886.99|4959.50|323.07|
2451073|67675|2451154|24202|1253181|1360|13539|24202|1253181|1360|13539|4|210|4|5|2348|202|16064|93|29.93|31.12|20.85|955.11|1939.05|2783.49|2894.16|19.39|0.00|115.32|1939.05|1958.44|2054.37|2073.76|-844.44|
2452257|7711|2452317|2204|1161004|2557|45357|34950|652110|4510|30463|3|6186|2|2|9991|202|124542|86|38.56|72.49|41.31|2681.48|3552.66|3316.16|6234.14|35.52|0.00|996.74|3552.66|3588.18|4549.40|4584.92|236.50|
2451393|71187|2451435|33857|1684110|3963|8216|4020|1184322|975|7675|1|2643|16|3|15565|130|42735|46|16.93|43.67|20.08|1085.14|923.68|778.78|2008.82|0.00|794.36|1004.18|129.32|129.32|1133.50|1133.50|-649.46|
2451786|36420|2451820|12978|1221112|5246|23380|12978|1221112|5246|23380|5|4041|18|5|20|131|77970|90|67.14|155.76|132.39|2103.30|11915.10|6042.60|14018.40|357.45|0.00|2522.70|11915.10|12272.55|14437.80|14795.25|5872.50|
2451396|70117|2451474|33103|266492|1928|17717|33103|266492|1928|17717|2|2263|2|3|14516|118|43112|92|47.07|139.79|55.91|7716.96|5143.72|4330.44|12860.68|308.62|0.00|2314.72|5143.72|5452.34|7458.44|7767.06|813.28|
2451902|63855|2451929|43597|47981|718|3855|43597|47981|718|3855|2|5100|5|1|9050|30|94357|62|10.73|25.96|0.25|1594.02|15.50|665.26|1609.52|1.39|0.00|579.08|15.50|16.89|594.58|595.97|-649.76|
2451879|48414|2451881|36997|1840807|1417|27|36997|1840807|1417|27|2|5070|1|5|13559|178|90327|89|46.46|138.91|125.01|1237.10|11125.89|4134.94|12362.99|222.51|0.00|988.79|11125.89|11348.40|12114.68|12337.19|6990.95|
2452453|28932|2452535|68509|1716519|5776|17386|68509|1716519|5776|17386|3|7779|20|3|12703|245|136742|78|70.98|210.10|184.88|1967.16|14420.64|5536.44|16387.80|1153.65|0.00|4916.34|14420.64|15574.29|19336.98|20490.63|8884.20|
2451869|75813|2451954|26607|1144423|3839|11208|26607|1144423|3839|11208|5|4079|4|3|5479|69|88566|82|36.51|91.27|20.99|5762.96|1721.18|2993.82|7484.14|86.05|0.00|822.46|1721.18|1807.23|2543.64|2629.69|-1272.64|
2451393|25012|2451435|91430|1724480|1083|25686|91430|1724480|1083|25686|1|2238|6|4|9032|222|42809|43|8.81|19.82|17.63|94.17|758.09|378.83|852.26|20.62|242.58|42.57|515.51|536.13|558.08|578.70|136.68|
2452612|33495|2452630|88331|1751463|5795|35727|88331|1751463|5795|35727|3|8949|12|3|11958|66|154655|30|47.63|115.26|28.81|2593.50|864.30|1428.90|3457.80|0.00|0.00|207.30|864.30|864.30|1071.60|1071.60|-564.60|
2451721|19869|2451746|51703|1375453|3|41800|51703|1375453|3|41800|2|4056|11|4|17759|10|72773|46|80.63|140.29|119.24|968.30|5485.04|3708.98|6453.34|54.85|0.00|2064.94|5485.04|5539.89|7549.98|7604.83|1776.06|
2451039|41862|2451060|81474|39926|1578|37677|81474|39926|1578|37677|2|135|17|4|1183|186|12188|54|84.94|254.82|61.15|10458.18|3302.10|4586.76|13760.28|165.10|0.00|825.12|3302.10|3467.20|4127.22|4292.32|-1284.66|
2451443|65801|2451522|3054|68818|535|18652|3054|68818|535|18652|2|2077|12|1|490|236|48477|88|79.48|132.73|51.76|7125.36|4554.88|6994.24|11680.24|10.02|3552.80|1518.00|1002.08|1012.10|2520.08|2530.10|-5992.16|
2451911|69237|2451980|9018|1719020|1022|45024|9018|1719020|1022|45024|3|5929|13|3|6699|238|95889|50|54.34|148.34|106.80|2077.00|5340.00|2717.00|7417.00|373.80|0.00|890.00|5340.00|5713.80|6230.00|6603.80|2623.00|
2452410|56331|2452447|56007|492857|2507|30157|56007|492857|2507|30157|6|7972|3|4|1273|252|134548|46|27.49|44.53|12.02|1495.46|552.92|1264.54|2048.38|38.70|0.00|20.24|552.92|591.62|573.16|611.86|-711.62|
2451370|48567|2451382|70499|346316|6133|3550|42325|4431|248|31265|2|2059|19|3|3595|96|41577|58|76.87|112.23|66.21|2669.16|3840.18|4458.46|6509.34|29.56|3417.76|1171.60|422.42|451.98|1594.02|1623.58|-4036.04|
2452511|4567|2452517|14518|1506608|3945|25235|14518|1506608|3945|25235|3|7975|19|5|7981|81|141158|12|36.78|83.85|79.65|50.40|955.80|441.36|1006.20|57.34|0.00|140.76|955.80|1013.14|1096.56|1153.90|514.44|
2451095|52709|2451108|23715|1689141|2567|24393|23715|1689141|2567|24393|4|326|11|4|8521|127|18590|91|12.92|34.23|2.05|2928.38|186.55|1175.72|3114.93|3.73|0.00|92.82|186.55|190.28|279.37|283.10|-989.17|
2451709|80971|2451738|12295|129533|6771|17209|12295|129533|6771|17209|1|3981|12|2|11659|225|72162|39|78.22|103.25|10.32|3624.27|402.48|3050.58|4026.75|36.22|0.00|764.79|402.48|438.70|1167.27|1203.49|-2648.10|
2451430|5346|2451502|88509|1808633|3510|38034|88509|1808633|3510|38034|4|2865|3|5|13766|164|47061|36|81.65|114.31|78.87|1275.84|2839.32|2939.40|4115.16|255.53|0.00|946.44|2839.32|3094.85|3785.76|4041.29|-100.08|
2451740|35206|2451746|16009|554858|3307|13356|16009|554858|3307|13356|2|4078|11|5|7967|73|73778|84|42.98|95.84|64.21|2656.92|5393.64|3610.32|8050.56|53.93|0.00|1207.08|5393.64|5447.57|6600.72|6654.65|1783.32|
2452601|73425|2452641|36074|1472386|4698|33410|36074|1472386|4698|33410|1|7991|16|4|8323|294|152727|86|84.77|161.06|61.20|8587.96|5263.20|7290.22|13851.16|157.89|0.00|1523.06|5263.20|5421.09|6786.26|6944.15|-2027.02|
2451035|27013|2451041|90979|874215|3851|32287|90979|874215|3851|32287|4|111|8|5|9871|192|11726|93|83.81|245.56|139.96|9820.80|13016.28|7794.33|22837.08|780.97|0.00|2055.30|13016.28|13797.25|15071.58|15852.55|5221.95|
2452603|62230|2452689|24238|480270|1902|29534|24238|480270|1902|29534|6|8151|8|3|12333|158|153127|72|75.46|191.66|99.66|6624.00|7175.52|5433.12|13799.52|71.75|0.00|5105.52|7175.52|7247.27|12281.04|12352.79|1742.40|
2451663|66912|2451746|82457|1714545|5386|23874|82457|1714545|5386|23874|2|4067|17|5|6733|142|69835|4|9.29|15.42|2.46|51.84|9.84|37.16|61.68|0.39|0.00|17.24|9.84|10.23|27.08|27.47|-27.32|
